eval_loss,eval_loss_mean,eval_loss_q0,eval_loss_q1,eval_loss_q2,eval_loss_q3,eval_mse,eval_mse_q0,eval_mse_q1,eval_mse_q2,eval_mse_q3,eval_no_improve_count,grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step
0.5301570296287537,0.5301570296287537,0.42726228,0.47842765,0.5642341,0.64028335,0.1765864696353674,0.08337279,0.119315796,0.20935781,0.28353986,0,1.2536886651234327,0.5434246718883511,0.44843504,0.5140749,0.56747025,0.6418163,0.17349396534264083,0.08190973,0.14493226,0.19395982,0.27145422,16016,1000
0.5043200068175793,0.5043200068175793,0.403639,0.46479997,0.5619523,0.6028557,0.17758101969957352,0.07472806,0.13792771,0.24242643,0.27225417,0,1.1977774940915407,0.5099264949560162,0.4172698,0.48001766,0.5476137,0.601342,0.16549866557121273,0.07035755,0.13726558,0.20736851,0.25381237,17616,1100
0.4847369417548179,0.48473694175481796,0.37709302,0.4342259,0.5149245,0.5613117,0.17801814153790474,0.07603413,0.12259206,0.21003096,0.2533892,0,1.1185698758396911,0.4869581592082977,0.3924384,0.45294285,0.5162276,0.58805126,0.16862280845642072,0.07366845,0.13499092,0.19684374,0.27091724,19216,1200
0.4480083994567394,0.4480083994567394,0.36839333,0.42048,0.4806403,0.530402,0.16435350757092237,0.09089395,0.13895108,0.19750528,0.2357554,0,1.0726209248862768,0.4614230063557625,0.36419183,0.42813814,0.4868228,0.559167,0.16563785821199428,0.069248535,0.13318841,0.18993264,0.26283112,20816,1300
0.42912766709923744,0.42912766709923744,0.34101883,0.40077096,0.4593929,0.5412929,0.16788440011441708,0.084879264,0.1346694,0.19445466,0.28087923,0,1.020792574634126,0.4376225227117541,0.34401828,0.4084974,0.4595595,0.5418552,0.1627252742648124,0.069495626,0.13567111,0.18242382,0.26672724,22416,1400
0.41575711220502853,0.41575711220502853,0.3154916,0.3680772,0.453301,0.50903404,0.1715349871665239,0.075664066,0.123186186,0.21067436,0.26053283,0,0.9675732063534189,0.4144366902112962,0.3210238,0.37931752,0.45013952,0.51205724,0.1586523651331663,0.06599472,0.1227578,0.19477493,0.25588354,24016,1500
0.3910254016518593,0.3910254016518593,0.29880747,0.3583023,0.4278232,0.54056966,0.16230931505560872,0.067130364,0.1305309,0.19857705,0.3162641,0,0.916907376862548,0.4015192866325378,0.3017318,0.362664,0.43132144,0.49976045,0.16371050454676137,0.06296339,0.12587811,0.19240664,0.26281735,25616,1600
0.373673778027296,0.37367377802729607,0.2806493,0.35337695,0.3933935,0.49849653,0.15961514413356784,0.064051285,0.14235125,0.17646147,0.28669268,0,0.8585282890685648,0.3818334886431694,0.2858987,0.35180706,0.41226,0.485736,0.1599044033885003,0.063104406,0.12955461,0.19088852,0.26456282,27216,1700
0.3697921521961689,0.3697921521961689,0.26195353,0.33792037,0.37666368,0.51576686,0.17023452557623386,0.06232649,0.13998342,0.17249459,0.31908703,0,0.8272327692520001,0.36276326805353193,0.27212843,0.3288221,0.39702606,0.45241997,0.15584375284612173,0.066051625,0.12258804,0.19012849,0.24394345,28816,1800
0.3407253511250019,0.3407253511250019,0.24015988,0.295885,0.39535198,0.43752313,0.15372437424957752,0.052149076,0.1090837,0.20928562,0.24999245,0,0.7447269723641512,0.3507461604475976,0.25026715,0.31978336,0.38344198,0.45117941,0.15794540956616399,0.05654843,0.12757331,0.19073611,0.2585984,30416,1900
0.34514909610152245,0.34514909610152245,0.22682355,0.30182648,0.38887966,0.42112076,0.16921729594469073,0.052192282,0.12451491,0.21491297,0.2430603,1,0.7334859618518537,0.33466473281383535,0.24058579,0.29882163,0.35664144,0.44013885,0.1536588649451732,0.059843324,0.117328145,0.17566437,0.25933442,32016,2000
0.3321484923362732,0.3321484923362732,0.2258025,0.2683088,0.3221456,0.4649768,0.16850935388356447,0.061921936,0.10234913,0.15718548,0.30418822,0,0.6874271690493327,0.32103531092405313,0.22926384,0.2794029,0.35030648,0.42496186,0.15163366332650188,0.060498737,0.10904991,0.18123055,0.25562418,33616,2100
0.3215020149946213,0.3215020149946213,0.20720491,0.2661315,0.33783132,0.4352939,0.1676876936107874,0.05265502,0.11366845,0.18276243,0.28240523,0,0.6525885411809051,0.31213426753878587,0.21852551,0.27970982,0.34305015,0.4033304,0.15380461521446698,0.060548756,0.1217701,0.18475795,0.24427332,35216,2200
0.30308518931269646,0.30308518931269646,0.20443533,0.2488965,0.3277614,0.4441987,0.1569798430427909,0.0584774,0.10115651,0.18382837,0.29754242,0,0.631058854029826,0.3037117123603821,0.20629355,0.2601255,0.3211004,0.4139092,0.15477885164320473,0.057034336,0.11112749,0.172307,0.265192,36816,2300
0.28425145521759987,0.28425145521759987,0.19700488,0.24930617,0.30787268,0.4077789,0.1474218741059303,0.059982628,0.11183361,0.17024621,0.27249998,0,0.5916251671072545,0.2921746331453325,0.192878,0.2507749,0.31377375,0.40187407,0.15241297006607052,0.05267186,0.111129634,0.17364451,0.262756,38416,2400
0.2889305055141449,0.2889305055141449,0.1766826,0.23063812,0.34269682,0.41364026,0.16103381104767323,0.048410784,0.10248907,0.21474116,0.28648615,1,0.5644314005959347,0.2786199754476547,0.18870367,0.2381305,0.2967521,0.3977063,0.14666632227599624,0.05659481,0.10604749,0.1646889,0.2661576,40016,2500
0.28147247433662415,0.28147247433662415,0.16910169,0.22509235,0.32131904,0.39783096,0.15993700735270977,0.046218414,0.10452296,0.20023693,0.2762169,0,0.5479012712235575,0.2751125371456146,0.17841236,0.2369212,0.29726163,0.3719135,0.15142965912818906,0.055473495,0.11366336,0.17293248,0.24778876,41616,2600
0.2561697382479906,0.2561697382479906,0.164679,0.24926321,0.25531843,0.36169428,0.14184885565191505,0.050834864,0.13451788,0.14137538,0.2472403,0,0.5247285388967141,0.2626451550424098,0.16931805,0.22356737,0.28810418,0.36308163,0.14574253141880034,0.052513085,0.10663832,0.17096125,0.24635246,43216,2700
0.2724344991147518,0.2724344991147518,0.16172951,0.21420686,0.25412995,0.4112702,0.16372080333530903,0.053112827,0.10585948,0.14489701,0.30262893,1,0.5092154070228225,0.2568592973053454,0.160348,0.21528293,0.27121922,0.37243876,0.14694091938436027,0.050295923,0.10537598,0.16122803,0.26270005,44816,2800
0.25524081662297243,0.2552408166229725,0.1447164,0.22365984,0.32214472,0.3510815,0.15250743739306927,0.042697646,0.12136798,0.21916057,0.2473158,0,0.4770989804610303,0.2501831267774104,0.15280223,0.21168949,0.27655733,0.36221787,0.14621376864612087,0.049139187,0.10698849,0.17242423,0.25881693,46416,2900
0.23440969735383987,0.23440969735383987,0.14183235,0.19478032,0.33136427,0.3403735,0.13755347207188606,0.043681893,0.09827416,0.23437968,0.24511564,0,0.46621006071020316,0.24336566329002376,0.15186702,0.2017242,0.27475557,0.35009113,0.14489384047687062,0.053009804,0.103300236,0.17644988,0.2517907,48016,3000
0.24619249254465103,0.24619249254465103,0.14275713,0.20831513,0.24487644,0.35258046,0.15430187061429024,0.049785744,0.116098695,0.15375237,0.26118955,1,0.4265593343209873,0.2327559816837311,0.14428647,0.19794457,0.25550237,0.3412956,0.13999096162617197,0.051076706,0.10526974,0.1636686,0.24797003,49616,3100
0.2578004952520132,0.2578004952520132,0.12605557,0.17705607,0.28109106,0.3700806,0.1706717759370804,0.039719693,0.09093739,0.19293354,0.28279683,2,0.4273119602635457,0.2337606021761894,0.13709912,0.18958211,0.25267106,0.34418657,0.1458809515088796,0.049233656,0.10200175,0.16419356,0.25661027,51216,3200
0.22544831596314907,0.22544831596314907,0.13033165,0.21533163,0.22553787,0.33725554,0.14277469739317894,0.048144702,0.13247739,0.14299157,0.25410098,0,0.42209560835339005,0.22584271088242525,0.12921342,0.19511127,0.24926479,0.3317175,0.14214448794722548,0.045735832,0.11107886,0.16603944,0.24773341,52816,3300
0.22518856078386307,0.22518856078386307,0.12186116,0.19047177,0.24763717,0.3495624,0.14668206591159105,0.04500071,0.11129666,0.1685118,0.27117783,0,0.4441488030951841,0.22266400501132003,0.12639944,0.18735623,0.24652901,0.33195972,0.14344719856977461,0.047077086,0.10820604,0.1673701,0.25273663,54416,3400
0.21667073853313923,0.21667073853313923,0.12597261,0.16911958,0.23590684,0.3537309,0.1421268116682768,0.050417308,0.09545913,0.16295832,0.27679402,0,0.37308030079203014,0.20979331091046333,0.12175092,0.17715056,0.22552513,0.31137428,0.13463846847414984,0.046348296,0.101729654,0.15072471,0.23632847,56016,3500
0.21503677405416965,0.21503677405416965,0.119853765,0.16683233,0.21444184,0.33940512,0.1443227594718337,0.048279665,0.096146055,0.14468074,0.26842162,0,0.3647868212314466,0.2139303305745125,0.11772108,0.17242308,0.23636086,0.32590508,0.14260869435966012,0.046440348,0.10116304,0.16503641,0.2544866,57616,3600
0.2183355987071991,0.2183355987071991,0.1131051,0.18531743,0.244821,0.32367268,0.15085654985159636,0.04611394,0.11551735,0.17652734,0.25761867,1,0.32975004729778135,0.20252922043204308,0.111633435,0.17722017,0.23586605,0.29086044,0.13461430855095383,0.043756526,0.109073825,0.167402,0.22371082,59216,3700
0.220910144969821,0.22091014496982098,0.10125488,0.14714406,0.26348028,0.375562,0.1569182425737381,0.037677668,0.08372087,0.19810842,0.31182757,2,0.33478416179892456,0.20100703611969944,0.11173779,0.15992135,0.22421819,0.3058142,0.13655017241835601,0.047351133,0.09504914,0.16019122,0.24129508,60816,3800
0.18330498225986958,0.18330498225986958,0.11656112,0.16150437,0.20346664,0.28541172,0.1220374871045351,0.054153297,0.10045095,0.14299761,0.22427978,0,0.34231308442588554,0.19831492967903622,0.10720916,0.16135982,0.21215376,0.30527395,0.13691058680415152,0.046045337,0.09954934,0.15097891,0.2437929,62416,3900
0.18189885281026363,0.18189885281026363,0.09393443,0.14648469,0.20207556,0.29093975,0.12343043740838766,0.03576677,0.08870436,0.14375359,0.23115781,0,0.31712443310739735,0.19700925186276444,0.10151159,0.15417413,0.22784343,0.29982704,0.13831761159002778,0.043378264,0.095451474,0.16876179,0.2410329,64016,4000
0.2043506819754839,0.2043506819754839,0.09892908,0.15173844,0.1994121,0.32104623,0.1489400677382946,0.043140966,0.097321324,0.14485373,0.26431096,1,0.32443628388764795,0.18999353066086766,0.103340566,0.14911124,0.20907792,0.29746583,0.13414591878652582,0.047091175,0.093222916,0.1536193,0.24164319,65616,4100
0.18958023935556412,0.18958023935556412,0.09150718,0.11784502,0.19184282,0.3241964,0.13646160438656804,0.039277308,0.0652966,0.13882688,0.26979408,2,0.32797029720293136,0.1884276947379112,0.09723158,0.14594047,0.2076714,0.3038478,0.13502761252224438,0.044010304,0.092668526,0.15469567,0.24972063,67216,4200
0.1970971841365099,0.1970971841365099,0.10650343,0.12111622,0.20225531,0.35065457,0.14560847077518702,0.054133866,0.07119428,0.15095772,0.29884323,3,0.3146349370612701,0.1842505051940679,0.09298832,0.1441859,0.21771078,0.29102248,0.13343071393668646,0.04231136,0.09332275,0.1667599,0.24022482,68816,4300
0.1817033365368843,0.1817033365368843,0.08717012,0.14534354,0.20999067,0.2606381,0.1337166102603078,0.040254287,0.09604399,0.16246408,0.21236627,0,0.31998132922452044,0.18011732287704957,0.09136718,0.14421926,0.20468152,0.27772555,0.1313477561622858,0.04239643,0.09529138,0.15598539,0.22923318,70416,4400
0.1627995055168867,0.1627995055168867,0.08502879,0.118605494,0.17393659,0.271549,0.1167830303311348,0.037984706,0.07294677,0.1297034,0.22508827,0,0.27372070115411573,0.17680761978030202,0.088826396,0.14713338,0.20066576,0.27416682,0.13015474021434786,0.042126223,0.100190304,0.15399446,0.22790393,72016,4500
0.19653724133968353,0.19653724133968353,0.084647626,0.12874947,0.1960381,0.30197856,0.15167003590613604,0.039915938,0.083756864,0.15135399,0.2569461,1,0.29672374921782174,0.17642973057925707,0.08497572,0.1339073,0.19829874,0.28453365,0.13206834014505167,0.040877294,0.08948041,0.15384635,0.24007043,73616,4600
0.18120100628584623,0.18120100628584623,0.08043314,0.12300662,0.1968291,0.31168133,0.13828767091035843,0.03807181,0.08044034,0.15491466,0.2670957,2,0.2634532855232069,0.17009408518671987,0.085438974,0.13563064,0.19201778,0.27214238,0.12736977569758892,0.042527925,0.092701636,0.14935492,0.22977017,75216,4700
0.16698689386248589,0.16698689386248589,0.07392206,0.13294674,0.216692,0.26779658,0.12544274237006903,0.034068454,0.09092179,0.1743908,0.22555901,3,0.26112927438749745,0.17003068685531608,0.083521515,0.1350242,0.18355325,0.28400633,0.1290584914386272,0.042480487,0.09406554,0.14296678,0.24272466,76816,4800
0.16021373681724072,0.16021373681724072,0.0813768,0.14246088,0.20267683,0.23880164,0.12048244755715132,0.040865116,0.10254498,0.16246364,0.20129944,0,0.3004314143043314,0.17393154591321952,0.07869897,0.12399883,0.19866027,0.27397498,0.13488785333931444,0.039851967,0.08502959,0.15921494,0.2350441,78416,4900
0.15355943143367765,0.15355943143367767,0.07719182,0.11709822,0.19632638,0.2971778,0.11565547622740269,0.038827736,0.07963478,0.15746629,0.26022506,0,0.2769571146341071,0.16967170335352413,0.07974651,0.13355602,0.17929626,0.28187174,0.13199642673134804,0.041695096,0.09554036,0.14215945,0.24435627,80016,5000
0.16191090270876884,0.16191090270876884,0.07636907,0.111836694,0.18927978,0.25147706,0.12558944150805473,0.03885469,0.0753058,0.15336044,0.21596693,1,0.255922625101866,0.16650974348187456,0.07726432,0.1226699,0.18358101,0.26869118,0.13045215532183654,0.04103559,0.08646022,0.14771399,0.23275094,81616,5100
0.17021622881293297,0.17021622881293297,0.084261954,0.11195801,0.21549381,0.28802773,0.13427014276385307,0.047421057,0.07779499,0.17776571,0.25266802,2,0.23824066284109338,0.15809770055115224,0.07570715,0.1142477,0.19302906,0.2534797,0.12347629517316817,0.04073892,0.07996939,0.15809877,0.21919242,83216,5200
0.16076951846480372,0.1607695184648037,0.0631266,0.12962738,0.16230276,0.2797807,0.1273225080221892,0.029843355,0.09457065,0.12951645,0.24694595,3,0.2413513490920518,0.1521340123564005,0.07258937,0.12082997,0.16420063,0.2599005,0.11908248066902163,0.039321512,0.087380864,0.13186017,0.22674762,84816,5300
0.17540153302252293,0.17540153302252293,0.07208081,0.1233996,0.17200899,0.28971633,0.14277348667383194,0.03999844,0.090972826,0.14025958,0.2558348,4,0.24367606858961333,0.1575973284244537,0.07606778,0.1190251,0.18285078,0.2505146,0.12537622597068554,0.043387365,0.086880125,0.15064088,0.21865682,86416,5400
